job_title,job_type,salary,job_skill,gaji_perbulan,clean_text,label
admin/operations officer - administration maah,Full-time,"USD 30,000 - 50,000 / YEARLY",communication,"2,500 - 4,167",admin/operations officer - administration maah communication,administration
associate recruitment consultant graduate program,Full-time,"USD 70,000 - 105,000 / YEARLY",excel,"5,833 - 8,750",associate recruitment consultant graduate program excel,hr_recruitment
research analyst finance,Full-time,"USD 60,000 - 90,000 / YEARLY",communication,"5,000 - 7,500",research analyst finance communication,data_analyst_bi
legal consultant,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",legal consultant communication,administration
commis,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",commis communication,administration
van courier seri kembangan,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",van courier seri kembangan excel,administration
automotive technician mechanic,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",automotive technician mechanic communication,administration
car courier muadzam shah,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",car courier muadzam shah excel,administration
asst. staff engineer- verification validation test,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",asst. staff engineer- verification validation test communication,technical_support
store associate-part time-klcc/trx,Part-time,"USD 22,500 - 49,500 / YEARLY",communication,"1,875 - 4,125",store associate-part time-klcc/trx communication,administration
ecommerce customer service live chat agent,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",ecommerce customer service live chat agent communication,customer_service
product admin months contract,Contract,"USD 30,000 - 55,000 / YEARLY",excel,"2,500 - 4,583",product admin months contract excel,administration
accounts assistant months contract,Contract,"USD 50,000 - 82,500 / YEARLY",communication,"4,167 - 6,875",accounts assistant months contract communication,finance_accounting
pharmacy store assistant i pharmacy,Full-time,"USD 30,000 - 50,000 / YEARLY",communication,"2,500 - 4,167",pharmacy store assistant i pharmacy communication,administration
cafe manager yol dessert,Full-time,"USD 75,000 - 100,000 / YEARLY",excel,"6,250 - 8,333",cafe manager yol dessert excel,management
marketing manager/ assistant manager/ executive,Full-time,"USD 50,000 - 75,000 / YEARLY",excel,"4,167 - 6,250",marketing manager/ assistant manager/ executive excel,digital_marketing
manager group corporate governance,Full-time,"USD 75,000 - 100,000 / YEARLY",communication,"6,250 - 8,333",manager group corporate governance communication,management
customer service specialist english,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",customer service specialist english excel,customer_service
executive planning talent management purchasing,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",executive planning talent management purchasing excel,hr_recruitment
senior executive/executive sales support,Full-time,"USD 50,000 - 75,000 / YEARLY",excel,"4,167 - 6,250",senior executive/executive sales support excel,sales
customer service aml kyc,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",customer service aml kyc communication,customer_service
erp consultant,Full-time,"USD 45,000 - 82,500 / YEARLY",sql excel,"3,750 - 6,875",erp consultant sql excel,administration
project engineer/ technical engineer,Contract,"USD 70,000 - 115,500 / YEARLY",excel,"5,833 - 9,625",project engineer/ technical engineer excel,technical_support
healthcare executive log letter of guarantee,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",healthcare executive log letter of guarantee communication,administration
executive business development,Full-time,"USD 50,000 - 75,000 / YEARLY",communication,"4,167 - 6,250",executive business development communication,sales
bike courier bakong,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",bike courier bakong excel,administration
sales executive -immediate vacancy,Full-time,"USD 50,000 - 75,000 / YEARLY",excel,"4,167 - 6,250",sales executive -immediate vacancy excel,sales
supervisor network ict,Full-time,"USD 75,000 - 100,000 / YEARLY",communication,"6,250 - 8,333",supervisor network ict communication,network_security
customer care advisor - japanese speaking,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",customer care advisor - japanese speaking communication,administration
performance tester,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",performance tester excel,administration
internship it services months,Internship,"USD 18,000 - 24,000 / YEARLY",sql,"1,500 - 2,000",internship it services months sql,internship
human resources executive - recruitment retention,Full-time,"USD 70,000 - 105,000 / YEARLY",excel,"5,833 - 8,750",human resources executive - recruitment retention excel,hr_recruitment
order support specialist - production planner night shift,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",order support specialist - production planner night shift excel,customer_service
exports trade executive,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",exports trade executive communication,administration
car courier balakong,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",car courier balakong excel,administration
car courier rawang,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",car courier rawang excel,administration
car courier ampang,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",car courier ampang excel,administration
cost accountant e-wallet payment and payment gateway,Full-time,"USD 50,000 - 75,000 / YEARLY",excel,"4,167 - 6,250",cost accountant e-wallet payment and payment gateway excel,finance_accounting
car courier cheras,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",car courier cheras excel,administration
sales technical executive,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",sales technical executive communication,sales
product information specialist fresh graduates are welcomed,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",product information specialist fresh graduates are welcomed communication,administration
senior executive compliance - melaka/ kl eco city,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",senior executive compliance - melaka/ kl eco city communication,administration
qaqc engineer/ supervisor precast experienced,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",qaqc engineer/ supervisor precast experienced communication,technical_support
senior full stack developer,Full-time,"USD 70,000 - 105,000 / YEARLY",sql excel java react,"5,833 - 8,750",senior full stack developer sql excel java react,software_dev
mandarin speaking senior interior designer,Full-time,"USD 45,000 - 70,000 / YEARLY",communication,"3,750 - 5,833",mandarin speaking senior interior designer communication,design_uiux
finance-treasury operations,Full-time,"USD 50,000 - 75,000 / YEARLY",excel,"4,167 - 6,250",finance-treasury operations excel,finance_accounting
salesman,Full-time,"USD 50,000 - 75,000 / YEARLY",communication,"4,167 - 6,250",salesman communication,sales
full time part time centre assistants - bandar tasek mutiara penang,Part-time,"USD 15,000 - 30,000 / YEARLY",communication,"1,250 - 2,500",full time part time centre assistants - bandar tasek mutiara penang communication,administration
corporate / b2b sales executive johor / selangor / penang / melaka,Full-time,"USD 50,000 - 75,000 / YEARLY",excel,"4,167 - 6,250",corporate / b2b sales executive johor / selangor / penang / melaka excel,sales
senior human resources administration executive,Full-time,"USD 30,000 - 50,000 / YEARLY",communication,"2,500 - 4,167",senior human resources administration executive communication,administration
car courier kampung pandan,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",car courier kampung pandan excel,administration
performance marketer,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",performance marketer excel,administration
bike courier chow kit,Full-time,"USD 70,000 - 105,000 / YEARLY",excel,"5,833 - 8,750",bike courier chow kit excel,administration
bike courier pandan perdana,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",bike courier pandan perdana excel,administration
senior design engineer solidwork autocad,Full-time,"USD 70,000 - 105,000 / YEARLY",excel,"5,833 - 8,750",senior design engineer solidwork autocad excel,technical_support
van courier kampung pandan,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",van courier kampung pandan excel,administration
content moderator- english work from home,Full-time,"USD 45,000 - 70,000 / YEARLY",data analysis,"3,750 - 5,833",content moderator- english work from home data analysis,administration
customer service delivery support specialist mnc pharmaceutical,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",customer service delivery support specialist mnc pharmaceutical communication,customer_service
sales support specialist,Full-time,"USD 50,000 - 75,000 / YEARLY",excel data analysis,"4,167 - 6,250",sales support specialist excel data analysis,sales
accounts assistant cost control,Full-time,"USD 50,000 - 75,000 / YEARLY",communication,"4,167 - 6,250",accounts assistant cost control communication,finance_accounting
sap sd senior analyst,Full-time,"USD 60,000 - 90,000 / YEARLY",communication,"5,000 - 7,500",sap sd senior analyst communication,data_analyst_bi
sales coordinator / sales admin,Full-time,"USD 50,000 - 75,000 / YEARLY",excel,"4,167 - 6,250",sales coordinator / sales admin excel,sales
operations support analyst,Full-time,"USD 60,000 - 90,000 / YEARLY",communication,"5,000 - 7,500",operations support analyst communication,data_analyst_bi
utilities technician,Full-time,"USD 70,000 - 105,000 / YEARLY",excel,"5,833 - 8,750",utilities technician excel,administration
business development senior executive subsurface / oil gas,Full-time,"USD 50,000 - 75,000 / YEARLY",communication,"4,167 - 6,250",business development senior executive subsurface / oil gas communication,sales
team lead order management greater china,Full-time,"USD 75,000 - 100,000 / YEARLY",excel,"6,250 - 8,333",team lead order management greater china excel,management
hr manager retail industry based in batu kawan penang,Full-time,"USD 60,000 - 90,000 / YEARLY",communication,"5,000 - 7,500",hr manager retail industry based in batu kawan penang communication,hr_recruitment
intern - business process optimization months,Internship,"USD 18,000 - 24,000 / YEARLY",excel,"1,500 - 2,000",intern - business process optimization months excel,internship
social media marketing,Full-time,"USD 50,000 - 75,000 / YEARLY",excel,"4,167 - 6,250",social media marketing excel,digital_marketing
international sales representative,Internship,"USD 18,000 - 24,000 / YEARLY",excel,"1,500 - 2,000",international sales representative excel,sales
air condition technician,Full-time,"USD 60,000 - 90,000 / YEARLY",communication,"5,000 - 7,500",air condition technician communication,administration
finance reporting planning,Full-time,"USD 50,000 - 75,000 / YEARLY",excel,"4,167 - 6,250",finance reporting planning excel,data_analyst_bi
qc analyst specialized in data science,Full-time,"USD 60,000 - 90,000 / YEARLY",python excel machine learning,"5,000 - 7,500",qc analyst specialized in data science python excel machine learning,data_science_ai
senior key account executive sales,Full-time,"USD 50,000 - 75,000 / YEARLY",excel,"4,167 - 6,250",senior key account executive sales excel,sales
senior executive academic administration iso,Full-time,"USD 30,000 - 50,000 / YEARLY",excel data analysis,"2,500 - 4,167",senior executive academic administration iso excel data analysis,administration
officer cost control fresh graduates are encourage to apply,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",officer cost control fresh graduates are encourage to apply communication,administration
personal assistant cum secretary group executive chairman s office,Full-time,"USD 60,000 - 90,000 / YEARLY",excel,"5,000 - 7,500",personal assistant cum secretary group executive chairman s office excel,administration
senior product specialist / product specialist sales,Full-time,"USD 50,000 - 75,000 / YEARLY",excel,"4,167 - 6,250",senior product specialist / product specialist sales excel,sales
medical laboratories technologist mlt cum phlebotomist penang,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",medical laboratories technologist mlt cum phlebotomist penang communication,administration
commis cook/demi chef - pastry / bakery,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",commis cook/demi chef - pastry / bakery communication,administration
regional trainer penang,Full-time,"USD 60,000 - 90,000 / YEARLY",excel,"5,000 - 7,500",regional trainer penang excel,administration
senior accounts executive/accounts executive,Full-time,"USD 50,000 - 75,000 / YEARLY",excel,"4,167 - 6,250",senior accounts executive/accounts executive excel,finance_accounting
sbm sales engineer - penang island,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",sbm sales engineer - penang island communication,sales
assistant boutique manager / supervisor united colors of benetton the gardens,Full-time,"USD 70,000 - 105,000 / YEARLY",excel,"5,833 - 8,750",assistant boutique manager / supervisor united colors of benetton the gardens excel,management
pharmaceutical sales executive multiple locations,Full-time,"USD 50,000 - 75,000 / YEARLY",communication,"4,167 - 6,250",pharmaceutical sales executive multiple locations communication,sales
logistics admin,Full-time,"USD 30,000 - 50,000 / YEARLY",excel,"2,500 - 4,167",logistics admin excel,procurement
safety assistant manager,Full-time,"USD 75,000 - 100,000 / YEARLY",communication,"6,250 - 8,333",safety assistant manager communication,management
pastry chef coach midvalley area,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",pastry chef coach midvalley area communication,administration
car courier kuala pilah,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",car courier kuala pilah excel,administration
sales interior designer/ interior consultant,Full-time,"USD 50,000 - 75,000 / YEARLY",excel,"4,167 - 6,250",sales interior designer/ interior consultant excel,sales
internship accounting/procurement june/july intake,Internship,"USD 18,000 - 24,000 / YEARLY",communication,"1,500 - 2,000",internship accounting/procurement june/july intake communication,internship
bike courier kota shah bandar,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",bike courier kota shah bandar excel,administration
sales manager basic rm 3500 + allowance + commission 10k above,Full-time,"USD 50,000 - 75,000 / YEARLY",excel,"4,167 - 6,250",sales manager basic rm 3500 + allowance + commission 10k above excel,sales
graduate analyst - marketing and commerce marketing analytics my,Full-time,"USD 60,000 - 90,000 / YEARLY",sql excel,"5,000 - 7,500",graduate analyst - marketing and commerce marketing analytics my sql excel,data_analyst_bi
insurance medical claims assessor in mnc - support to hk/sg,Full-time,"USD 60,000 - 90,000 / YEARLY",communication,"5,000 - 7,500",insurance medical claims assessor in mnc - support to hk/sg communication,customer_service
marketing manager,Full-time,"USD 50,000 - 75,000 / YEARLY",data analysis,"4,167 - 6,250",marketing manager data analysis,digital_marketing
aia wealth advisor,Full-time,"USD 60,000 - 90,000 / YEARLY",excel,"5,000 - 7,500",aia wealth advisor excel,administration
smt engineering manager,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",smt engineering manager communication,management
senior architect,Full-time,"USD 70,000 - 105,000 / YEARLY",excel,"5,833 - 8,750",senior architect excel,administration
business development executive icon city bukit mertajam,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",business development executive icon city bukit mertajam communication,sales
corporate sales manager,Full-time,"USD 50,000 - 75,000 / YEARLY",excel,"4,167 - 6,250",corporate sales manager excel,sales
engineering manager/pe engineer/te engineer/ie engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",excel,"5,833 - 8,750",engineering manager/pe engineer/te engineer/ie engineer excel,management
bike courier petaling jaya,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",bike courier petaling jaya excel,administration
trade sales representative johor,Full-time,"USD 50,000 - 75,000 / YEARLY",communication,"4,167 - 6,250",trade sales representative johor communication,sales
car courier hulu langat,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",car courier hulu langat excel,administration
fabrication supervisor,Full-time,"USD 75,000 - 100,000 / YEARLY",communication,"6,250 - 8,333",fabrication supervisor communication,administration
equipment and automation manager,Full-time,"USD 75,000 - 100,000 / YEARLY",sql excel java,"6,250 - 8,333",equipment and automation manager sql excel java,backend_dev
resident doctor,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",resident doctor excel,administration
manufacturing engineer junior,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",manufacturing engineer junior communication,technical_support
patent executive,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",patent executive excel,administration
seo specialist,Full-time,"USD 45,000 - 82,500 / YEARLY",excel java,"3,750 - 6,875",seo specialist excel java,digital_marketing
van courier bukit bintang,Full-time,"USD 70,000 - 105,000 / YEARLY",excel,"5,833 - 8,750",van courier bukit bintang excel,administration
car courier bukit bintang,Full-time,"USD 70,000 - 105,000 / YEARLY",excel,"5,833 - 8,750",car courier bukit bintang excel,administration
sr mechanical design engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",excel,"5,833 - 8,750",sr mechanical design engineer excel,technical_support
customer service operation executive,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",customer service operation executive communication,customer_service
junior company secretary,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",junior company secretary excel,administration
it business systems analyst mes,Full-time,"USD 60,000 - 90,000 / YEARLY",excel,"5,000 - 7,500",it business systems analyst mes excel,data_analyst_bi
distribution specialist,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",distribution specialist communication,administration
order fulfilment officer - regional attractive fixed bonus id,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",order fulfilment officer - regional attractive fixed bonus id excel,administration
collaboration coordinator,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",collaboration coordinator communication,administration
van courier taman desa kerinchi,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",van courier taman desa kerinchi excel,administration
bike courier taman desa kerinchi,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",bike courier taman desa kerinchi excel,administration
financial analyst - ia r,Full-time,"USD 60,000 - 90,000 / YEARLY",communication,"5,000 - 7,500",financial analyst - ia r communication,finance_accounting
senior executive quality assurance/control,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",senior executive quality assurance/control communication,software_dev
car courier taman desa kerinchi,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",car courier taman desa kerinchi excel,administration
travel and expense analyst,Full-time,"USD 60,000 - 90,000 / YEARLY",excel,"5,000 - 7,500",travel and expense analyst excel,data_analyst_bi
digital editor -,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",digital editor - communication,administration
retail sales associate luxury fashion brand kuala lumpur up to rm5,Full-time,"USD 60,000 - 90,000 / YEARLY",excel,"5,000 - 7,500",retail sales associate luxury fashion brand kuala lumpur up to rm5 excel,sales
business development engineer hvac,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",business development engineer hvac communication,sales
sales designer kitchen wardrobe planner,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",sales designer kitchen wardrobe planner communication,sales
business development central malaysia,Full-time,"USD 50,000 - 75,000 / YEARLY",communication,"4,167 - 6,250",business development central malaysia communication,sales
medical product specialist - primary care market based in johor,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",medical product specialist - primary care market based in johor communication,administration
executive - sales marketing,Full-time,"USD 50,000 - 75,000 / YEARLY",excel,"4,167 - 6,250",executive - sales marketing excel,sales
shipping and documentation exectutive,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",shipping and documentation exectutive communication,administration
regional sales engineer air distribution,Full-time,"USD 60,000 - 90,000 / YEARLY",excel,"5,000 - 7,500",regional sales engineer air distribution excel,sales
graphic designer skintific,Full-time,"USD 45,000 - 70,000 / YEARLY",excel,"3,750 - 5,833",graphic designer skintific excel,design_uiux
assistant teacher - kumon taman pelangi johor bahru,Full-time,"USD 30,000 - 50,000 / YEARLY",communication,"2,500 - 4,167",assistant teacher - kumon taman pelangi johor bahru communication,hr_recruitment
reliability engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",excel,"5,833 - 8,750",reliability engineer excel,technical_support
shipping officer / shipping executive,Full-time,"USD 45,000 - 82,500 / YEARLY",sql,"3,750 - 6,875",shipping officer / shipping executive sql,administration
sales engineer open to fresh graduate,Full-time,"USD 70,000 - 105,000 / YEARLY",excel,"5,833 - 8,750",sales engineer open to fresh graduate excel,sales
retail sales for home appliances aeon bukit tinggi,Full-time,"USD 60,000 - 90,000 / YEARLY",communication,"5,000 - 7,500",retail sales for home appliances aeon bukit tinggi communication,sales
project sales consultant bathroom kitchen products,Contract,"USD 70,000 - 115,500 / YEARLY",communication,"5,833 - 9,625",project sales consultant bathroom kitchen products communication,sales
retail store crew seberang jaya/georgetown/bukit mertajam full-time/part-time,Part-time,"USD 30,000 - 54,000 / YEARLY",communication,"2,500 - 4,500",retail store crew seberang jaya/georgetown/bukit mertajam full-time/part-time communication,administration
sales representatives,Full-time,"USD 50,000 - 75,000 / YEARLY",excel,"4,167 - 6,250",sales representatives excel,sales
customer service specialist live chat wfh,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",customer service specialist live chat wfh communication,customer_service
sales admin executive mandarin speaker,Full-time,"USD 50,000 - 75,000 / YEARLY",excel,"4,167 - 6,250",sales admin executive mandarin speaker excel,sales
staff design verification engineer for ip / soc,Full-time,"USD 70,000 - 105,000 / YEARLY",python,"5,833 - 8,750",staff design verification engineer for ip / soc python,technical_support
sales service engineer johor,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",sales service engineer johor communication,technical_support
interior/ architectural lighting designer project division,Contract,"USD 70,000 - 115,500 / YEARLY",excel,"5,833 - 9,625",interior/ architectural lighting designer project division excel,design_uiux
inspur server engineer frest grad are welcomed,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",inspur server engineer frest grad are welcomed communication,technical_support
senior executive/ assistant manager business development beranang,Full-time,"USD 50,000 - 75,000 / YEARLY",communication,"4,167 - 6,250",senior executive/ assistant manager business development beranang communication,sales
sales executive,Full-time,"USD 50,000 - 75,000 / YEARLY",communication,"4,167 - 6,250",sales executive communication,sales
receptionist health screening,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",receptionist health screening communication,administration
tik tok live host,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",tik tok live host excel,administration
product manager sports,Full-time,"USD 75,000 - 100,000 / YEARLY",excel,"6,250 - 8,333",product manager sports excel,management
senior business analyst,Full-time,"USD 60,000 - 90,000 / YEARLY",sql java,"5,000 - 7,500",senior business analyst sql java,data_analyst_bi
bookeeper frontdesk support,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",bookeeper frontdesk support communication,customer_service
sales development representative - french or german speaking requirement,Full-time,"USD 50,000 - 75,000 / YEARLY",excel,"4,167 - 6,250",sales development representative - french or german speaking requirement excel,sales
sales manager/assistant manager,Full-time,"USD 50,000 - 75,000 / YEARLY",excel,"4,167 - 6,250",sales manager/assistant manager excel,sales
lecturer information technology,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",lecturer information technology excel,administration
direct sales executive credit card,Full-time,"USD 70,000 - 105,000 / YEARLY",excel,"5,833 - 8,750",direct sales executive credit card excel,sales
design verification test engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",excel,"5,833 - 8,750",design verification test engineer excel,software_dev
regional sales manager front-end semiconductor rf equipment,Full-time,"USD 50,000 - 75,000 / YEARLY",communication,"4,167 - 6,250",regional sales manager front-end semiconductor rf equipment communication,digital_marketing
production manager,Full-time,"USD 75,000 - 100,000 / YEARLY",excel data analysis,"6,250 - 8,333",production manager excel data analysis,management
business development executive,Full-time,"USD 50,000 - 75,000 / YEARLY",communication,"4,167 - 6,250",business development executive communication,sales
junior system engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",java,"5,833 - 8,750",junior system engineer java,technical_support
bd excellence manager opex manager,Full-time,"USD 75,000 - 100,000 / YEARLY",excel,"6,250 - 8,333",bd excellence manager opex manager excel,management
business development perak branch,Full-time,"USD 50,000 - 75,000 / YEARLY",communication,"4,167 - 6,250",business development perak branch communication,sales
inspector of work iow m e,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",inspector of work iow m e communication,administration
front end developer - supported for cn/hk/tw,Full-time,"USD 70,000 - 105,000 / YEARLY",excel java,"5,833 - 8,750",front end developer - supported for cn/hk/tw excel java,frontend_dev
account - senior executive/executive,Full-time,"USD 50,000 - 75,000 / YEARLY",communication,"4,167 - 6,250",account - senior executive/executive communication,administration
manager/senior business consulting-core banking,Full-time,"USD 75,000 - 100,000 / YEARLY",excel,"6,250 - 8,333",manager/senior business consulting-core banking excel,management
marketing business development manager,Full-time,"USD 50,000 - 75,000 / YEARLY",excel,"4,167 - 6,250",marketing business development manager excel,sales
preschool teacher / early childhood educator,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",preschool teacher / early childhood educator communication,administration
junior quantity surveyors,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",junior quantity surveyors communication,administration
social media chat support mandarin fresh grad are welcomed to apply,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",social media chat support mandarin fresh grad are welcomed to apply communication,digital_marketing
site planning engineer/ project planner,Contract,"USD 70,000 - 115,500 / YEARLY",communication,"5,833 - 9,625",site planning engineer/ project planner communication,technical_support
site lead operations facility manager,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",site lead operations facility manager communication,management
workshop manager - kota bharu kuala terengganu,Full-time,"USD 75,000 - 100,000 / YEARLY",excel,"6,250 - 8,333",workshop manager - kota bharu kuala terengganu excel,management
sales director ems manufacturing industry based kulim,Full-time,"USD 50,000 - 75,000 / YEARLY",communication,"4,167 - 6,250",sales director ems manufacturing industry based kulim communication,sales
internship - business/administration student,Internship,"USD 18,000 - 24,000 / YEARLY",communication,"1,500 - 2,000",internship - business/administration student communication,internship
legal assistant to key management person - based in klang,Full-time,"USD 30,000 - 50,000 / YEARLY",communication,"2,500 - 4,167",legal assistant to key management person - based in klang communication,administration
rostering planner,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",rostering planner communication,administration
software engineer frontend,Full-time,"USD 70,000 - 105,000 / YEARLY",excel java,"5,833 - 8,750",software engineer frontend excel java,software_dev
site reliability engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",python sql,"5,833 - 8,750",site reliability engineer python sql,cloud_devops
executive contracts quantity surveyor,Contract,"USD 70,000 - 115,500 / YEARLY",communication,"5,833 - 9,625",executive contracts quantity surveyor communication,administration
sales admin executive bukit jalil / 2700 - rm3700,Full-time,"USD 70,000 - 105,000 / YEARLY",sql,"5,833 - 8,750",sales admin executive bukit jalil / 2700 - rm3700 sql,sales
full time maths english assistants taman mount austin jb,Full-time,"USD 30,000 - 50,000 / YEARLY",communication,"2,500 - 4,167",full time maths english assistants taman mount austin jb communication,administration
engineer - assistant,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",engineer - assistant communication,technical_support
technician genset,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",technician genset excel,administration
sales executive taiping teluk intan,Full-time,"USD 60,000 - 90,000 / YEARLY",excel,"5,000 - 7,500",sales executive taiping teluk intan excel,sales
contracts executive / quantity surveyor,Contract,"USD 70,000 - 115,500 / YEARLY",communication,"5,833 - 9,625",contracts executive / quantity surveyor communication,administration
general insurance - underwriting and claim officer,Full-time,"USD 60,000 - 90,000 / YEARLY",excel,"5,000 - 7,500",general insurance - underwriting and claim officer excel,administration
solar plant technician,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",solar plant technician communication,administration
assistant outlet manager chinese cuisine,Full-time,"USD 75,000 - 100,000 / YEARLY",communication,"6,250 - 8,333",assistant outlet manager chinese cuisine communication,management
telemarketing executive based in singapore,Full-time,"USD 50,000 - 75,000 / YEARLY",communication,"4,167 - 6,250",telemarketing executive based in singapore communication,digital_marketing
tea barista,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",tea barista excel,administration
tiktok live host fresh graduate/ intern are welcomed,Internship,"USD 18,000 - 24,000 / YEARLY",excel,"1,500 - 2,000",tiktok live host fresh graduate/ intern are welcomed excel,internship
hr assistant based in kota damansara petaling jaya,Full-time,"USD 30,000 - 50,000 / YEARLY",communication,"2,500 - 4,167",hr assistant based in kota damansara petaling jaya communication,hr_recruitment
